Fri Apr 24 14:21:59 +0000 2020,1253690654477205507,[],[],,,,michiganstateu,41346792,"East Lansing, MI USA",The official Twitter account for Michigan State University. #MSUGrad20,http://www.msu.edu,244012,186,Wed May 20 12:20:09 +0000 2009,True,,,,112,663,"It has been a tough semester. For some of you, this was your last week of classes ever. But we will always be here. We will always be home. And you will always be Spartans. #MSUGrad20 https://t.co/5d1nCP31nk"
Fri Apr 24 01:31:49 +0000 2020,1253496835668312064,[],[],,,,michiganstateu,41346792,"East Lansing, MI USA",The official Twitter account for Michigan State University. #MSUGrad20,http://www.msu.edu,244012,186,Wed May 20 12:20:09 +0000 2009,True,,,,13,209,Co-signed https://t.co/bpKxMQiH2q
Thu Apr 23 14:09:25 +0000 2020,1253325107566571522,[],"[{'screen_name': 'zariaaphillips', 'name': 'Zaria', 'id': 999510273324146688, 'id_str': '999510273324146688', 'indices': [0, 15]}]",1253146351312961536,999510273324146688,zariaaphillips,michiganstateu,41346792,"East Lansing, MI USA",The official Twitter account for Michigan State University. #MSUGrad20,http://www.msu.edu,244012,186,Wed May 20 12:20:09 +0000 2009,True,,,,1,3,@zariaaphillips This is the best tweet.
Thu Apr 23 14:08:42 +0000 2020,1253324923411431424,"[{'text': 'SpartansWill', 'indices': [48, 61]}]",[],,,,michiganstateu,41346792,"East Lansing, MI USA",The official Twitter account for Michigan State University. #MSUGrad20,http://www.msu.edu,244012,186,Wed May 20 12:20:09 +0000 2009,True,,,,17,143,An MSU professor is helping lead this research. #SpartansWill https://t.co/ZK9XRlBoV9
Wed Apr 22 20:47:46 +0000 2020,1253062967739977731,[],"[{'screen_name': 'HornetMomReva', 'name': 'Reva Richardson', 'id': 1282020373, 'id_str': '1282020373', 'indices': [0, 14]}]",1253062563094581254,1282020373,HornetMomReva,michiganstateu,41346792,"East Lansing, MI USA",The official Twitter account for Michigan State University. #MSUGrad20,http://www.msu.edu,244012,186,Wed May 20 12:20:09 +0000 2009,True,,,,0,2,"@HornetMomReva Thanks, Reva! You are the best."
Wed Apr 22 18:51:33 +0000 2020,1253033717934809089,[],[],,,,michiganstateu,41346792,"East Lansing, MI USA",The official Twitter account for Michigan State University. #MSUGrad20,http://www.msu.edu,244012,186,Wed May 20 12:20:09 +0000 2009,True,,,,236,1234,"Wash your hands. Wear a mask. Stay safe, Spartans. https://t.co/FfMScmBJ1z"
Wed Apr 22 14:29:51 +0000 2020,1252967860634353664,[],[],,,,michiganstateu,41346792,"East Lansing, MI USA",The official Twitter account for Michigan State University. #MSUGrad20,http://www.msu.edu,244012,186,Wed May 20 12:20:09 +0000 2009,True,,,,87,716,"MSU is home to more than 20,000 trees on its 2,100-acre developed campus. https://t.co/gxjEdyngms https://t.co/8ozg4LL42H"
Wed Apr 22 13:58:22 +0000 2020,1252959937099071489,[],"[{'screen_name': 'lorilynn2121', 'name': 'Lori Lynn', 'id': 274524761, 'id_str': '274524761', 'indices': [0, 13]}]",1252957538716282886,274524761,lorilynn2121,michiganstateu,41346792,"East Lansing, MI USA",The official Twitter account for Michigan State University. #MSUGrad20,http://www.msu.edu,244012,186,Wed May 20 12:20:09 +0000 2009,True,,,,0,0,@lorilynn2121 Go White!🌲
Wed Apr 22 13:23:54 +0000 2020,1252951263920164866,"[{'text': 'EarthDay', 'indices': [94, 103]}]",[],,,,michiganstateu,41346792,"East Lansing, MI USA",The official Twitter account for Michigan State University. #MSUGrad20,http://www.msu.edu,244012,186,Wed May 20 12:20:09 +0000 2009,True,,,,52,236,"At MSU, green is much more than a school color—it’s a responsibility. https://t.co/MHRp8lQWhu #EarthDay https://t.co/dP9xHH28cU"
Wed Apr 22 12:23:36 +0000 2020,1252936088508907521,[],"[{'screen_name': 'KarsynBerns', 'name': 'karsyn berns-moore', 'id': 2179027055, 'id_str': '2179027055', 'indices': [0, 12]}]",1252759663323615233,2179027055,KarsynBerns,michiganstateu,41346792,"East Lansing, MI USA",The official Twitter account for Michigan State University. #MSUGrad20,http://www.msu.edu,244012,186,Wed May 20 12:20:09 +0000 2009,True,,,,0,1,@KarsynBerns You're a Spartan forever. We hope you'll be able to come home often. 💚
Tue Apr 21 20:17:43 +0000 2020,1252693017007394816,[],[],,,,michiganstateu,41346792,"East Lansing, MI USA",The official Twitter account for Michigan State University. #MSUGrad20,http://www.msu.edu,244012,186,Wed May 20 12:20:09 +0000 2009,True,,,,95,381,Save the date: MSU will hold virtual commencement on May 16. https://t.co/443MCtJqWH https://t.co/g6wonkJh40
Tue Apr 21 19:07:46 +0000 2020,1252675411001180163,[],[],1243259549118857218,41346792,michiganstateu,michiganstateu,41346792,"East Lansing, MI USA",The official Twitter account for Michigan State University. #MSUGrad20,http://www.msu.edu,244012,186,Wed May 20 12:20:09 +0000 2009,True,,,,8,87,More options: https://t.co/LnLdXKQi9o https://t.co/OXFug97H7H
